,team,position,height,age,appearance,goals,assists,yellow cards,second yellow cards,red cards,goals conceded,clean sheets,minutes played,days_injured,games_injured,award,current_value,highest_value
4681,Tigres UANL,Attack Centre-Forward,178.0,29.0,62,0.439330544,0.219665272,0.282426778,0.0,0.031380753,0.0,0.0,2868,208,32,6,4000000,8000000
4682,Tigres UANL,Attack Centre-Forward,187.0,37.0,77,0.535554894,0.133888724,0.22761083,0.0,0.0,0.0,0.0,6722,276,54,18,1500000,15000000
4683,Deportivo Guadalajara,Goalkeeper,182.0,33.0,54,0.0,0.0,0.055842813,0.0,0.0,0.949327818,0.39089969,4835,0,0,3,1200000,1200000
4684,Deportivo Guadalajara,Goalkeeper,190.0,23.0,33,0.0,0.0,0.151515152,0.0,0.0,1.212121212,0.333333333,2970,0,0,0,400000,450000
4685,Deportivo Guadalajara,Defender Centre-Back,188.0,21.0,72,0.057747834,0.057747834,0.187680462,0.0,0.0,0.0,0.0,6234,0,0,0,4000000,4000000
4686,Deportivo Guadalajara,Defender Centre-Back,182.0,24.0,66,0.049234136,0.0,0.2297593,0.049234136,0.0,0.0,0.0,5484,0,0,0,3000000,3000000
4687,Deportivo Guadalajara,Defender Centre-Back,184.0,23.0,45,0.049737497,0.0,0.174081238,0.0,0.024868748,0.0,0.0,3619,33,4,1,3000000,3000000
4690,Deportivo Guadalajara,Defender Left-Back,177.0,26.0,62,0.098630137,0.073972603,0.147945205,0.024657534,0.0,0.0,0.0,3650,12,2,0,2000000,4000000
4691,Deportivo Guadalajara,Defender Left-Back,178.0,26.0,49,0.106341079,0.0,0.354470264,0.0,0.0,0.0,0.0,2539,87,14,1,1500000,2800000
4692,Deportivo Guadalajara,Defender Right-Back,175.0,26.0,78,0.029004189,0.217531421,0.188527232,0.0,0.029004189,0.0,0.0,6206,0,0,0,3000000,4000000
4694,Deportivo Guadalajara,midfield-DefensiveMidfield,184.0,28.0,53,0.052600818,0.052600818,0.157802455,0.026300409,0.0,0.0,0.0,3422,104,11,1,2000000,3000000
4695,Deportivo Guadalajara,midfield-DefensiveMidfield,175.0,29.0,70,0.019047619,0.0,0.19047619,0.019047619,0.0,0.0,0.0,4725,0,0,3,1800000,2500000
4696,Deportivo Guadalajara,midfield-DefensiveMidfield,177.0,23.0,56,0.035685964,0.035685964,0.0,0.0,0.0,0.0,0.0,2522,0,0,0,1000000,2500000
4697,Deportivo Guadalajara,midfield-CentralMidfield,163.0,25.0,68,0.092956001,0.130138401,0.204503202,0.0,0.0185912,0.0,0.0,4841,9,2,1,5500000,5500000
4698,Deportivo Guadalajara,midfield-AttackingMidfield,175.0,28.0,81,0.314520356,0.22016425,0.157260178,0.0,0.015726018,0.0,0.0,5723,213,26,3,6500000,7500000
